"set_num","name","year","theme_id"
"4024-25","Advent Calendar 2003 Creator (Day 24) Tree",2003,223
"4024-5","Advent Calendar 2003 Creator (Day  4) Sheep",2003,223
"4024-8","Advent Calendar 2003 Creator (Day  7) Spaceship",2003,223
"4027-1","Build and Imagine {canister, red top}",2003,37
"4038-1","Airplane",2003,466
"4048-1","Mech Lab (Kohl's Exclusive)",2003,204
"4094-1","Motor Movers",2003,406
"4097-1","Mini Robots",2003,204
"4100-1","Maximum Wheels",2003,204
"4207901-1","Star Wars MINI Bonus Pack",2003,159
"4278-1","Blue Tub",2003,37
"4301-1","Blue Racer",2003,113
"4402-1","Sea Riders",2003,204
"4405-1","Large Creator Bucket",2003,37
"4477-1","T-16 Skyhopper",2003,169
"4480-1","Jabba's Palace",2003,169
"4483-1","AT-AT, black box",2003,169
"4486-1","AT-ST & Snowspeeder - Mini",2003,159
"4489-1","AT-AT - Mini",2003,159
"4500-1","Rebel Snowspeeder [Redesign] - Blue box",2003,169
"4504-1","Millennium Falcon (Redesign), Blue box",2003,169
"4512-1","Cargo Train",2003,239
"4651-1","Police Motorcycle",2003,291
"4654-1","Tanker Truck",2003,294
"4666-1","Speedy Police Car",2003,291
"4669-1","Turbo-Charged Police Boat",2003,291
"4850-1","Spider-Man's First Chase",2003,488
"5012-1","Soccer Player with Goal",2003,462
"5015-1","Skateboard Bill",2003,460
"5018-1","Gravity Games Promotional Set",2003,460
"5213-1","Big Bricks Box",2003,505
"5437-1","Chicken / Parrot / Turkey (Explore)",2003,505
"5857-1","Safran's Amazing Bazaar",2003,320
"5861-1","Fairy Island",2003,319
"5873-1","Fairyland Promo (Polybag)",2003,319
"65221-1","Streetball 2 vs 2 (box with mini basketball)",2003,459
"65258-1","Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va",2003,324
"65296-1","Hewkii and Hahli Twin Pack with Gold Avohkii",2003,335
"7031-1","Helicopter",2003,111
"7034-1","Surveillance Truck",2003,111
"7047-1","Coast Watch HQ",2003,107
"7221-2","Robots - ANA Promotion",2003,204
"7223-2","Yellow Truck (Box version) - ANA Promotion",2003,204
"7410-1","Jungle River",2003,300
"7413-1","Passage of Jun-Chi",2003,300
"7416-1","Emperor's Ship",2003,300
"7418-2","Scorpion Palace and Foam Scimitar",2003,300
"7422-1","Airplane",2003,300
"7423-2","Mountain Sleigh (Kabaya Promotional)",2003,300
"7435-1","Tiny's Day and Night Lever",2003,661
"7439-1","Stretchy's Junk Yard",2003,661
"7449-1","Sporty",2003,661
"7468-1","Saturn V Moon Mission",2003,387
"7471-1","Mars Exploration Rover",2003,387
"7503-1","Memo Minis",2003,500
"7509-1","Jewels-n-Clips",2003,500
"7512-1","Trendy Tote Sky Blue",2003,500
"7518-1","Cool Room Catchers",2003,500
"7521-1","Pretty Punch Activity Set",2003,500
"8350-1","Pro Stunt",2003,113
"8355-1","H.O.T. Blaster Bike",2003,113
"8358-1","Off-Roader",2003,113
"8363-1","Baja Desert Racers",2003,113
"8366-1","Supersonic RC",2003,117
"8374-1","Williams F1 Team Racer 1:27",2003,122
"8438-1","Pneumatic Crane Truck",2003,7
"8453-1","Front End Loader",2003,7
"8573-1","Nuhvok-Kal",2003,330
"8576-1","Lehvak-Kal",2003,330
"8580-1","Kraata",2003,346
"8583-1","Hahli",2003,335
"8585-1","Hafu",2003,335
"8586-2","Macku (Kabaya Promotional)",2003,335
"8587-3","Panrahk - With mini CD-ROM",2003,344
"8588-3","Kurahk - With mini CD-ROM",2003,344
"8589-3","Lerahk - With mini CD-ROM",2003,344
"8590-3","Guurahk - With mini CD-ROM",2003,344
"8591-3","Vorahk - With mini CD-ROM",2003,344
"8592-3","Turahk - With mini CD-ROM",2003,344
"8595-1","Takua and Pewku",2003,347
"8600-1","Krana-Kal Mask Bag polybag - Non-US version",2003,324
"9075-1","Music Builder (Explore)",2003,516
"9306-1","Creator Bulk",2003,22
"9649-1","Technology Resource Set",2003,1
"970624-1","24-Tooth Crown Gears",2003,525
"970653-1","Pole Reversing Switch",2003,524
"9786-1","Robo Technology Set [USB Cable]",2003,507
"B003-1","Red Frame, Black Door, Green Pane",2003,254
"CCegg-1","Chupa Chups Egg with Surprise Lego Set",2003,459
"K10079-1","Holiday Decoration II",2003,227
"k34431-1","Lego Mosaic Cat",2003,277
"k34434-1","Lego Mosaic Tiger",2003,277
"K4479-1","TIE Bomber & TIE Fighter Kit",2003,169
"K4487-1","Star Wars Miniatures Kit I",2003,159
"K4512-1","Cargo Train Kit",2003,239
"K5300-1","Train Accessories Kit",2003,244
"K5862-1","Flower Fairy Party Collection",2003,319
"K7418-1","Orient Expedition in India Kit",2003,300
"K7467-1","Space Exploration Kit",2003,387
"K8358-1","Night Sprinter Kit",2003,113
"K8381-1","High-Speed Racers Collection",2003,116
"K8572-1","Toa Nuva Kit",2003,354
"K8586-1","Matoran Villagers Kit",2003,335
"K8590-1","Rahkshi Kaita Vo Kit",2003,344
"K8596-1","Takutanuva Kit",2003,347
"llca4-1","Toy Soldier (Legoland California)",2003,425
"lmg001-1","LEGO Japan Small Duck",2003,301
"VP-10","Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive)",2003,170
"10082-1","Birthday Pack Daisy",2004,500
"10117-1","Accessories Daisy",2004,500
"10132-1","Motorized Hogwarts Express",2004,250
"10135-1","Clikits Holiday Decoration Kit",2004,500
"10147-1","Assorted Brown Bricks",2004,254
"10150-1","Assorted Brown Plates",2004,254
"10156-1","LEGO Truck",2004,85
"10159-1","City Airport -City Logo Box",2004,53
"10161-1","Black Roof Tiles",2004,254
"10165-1","Elf Boy",2004,227
"10202-1","Ultimate Dume (Limited Edition with Exclusive Mask Of Power)",2004,347
"3125-1","Preschool Playtable",2004,504
"3196-1","Clikits Bracelet Star",2004,500
"3420-4","Championship Challenge II - Sports Edition",2004,462
"3559-1","Red & Blue Player",2004,461
"4032-1","Passenger Plane",2004,106
"4032-3","Passenger Plane - EL AL Version",2004,106
"4032-6","Passenger Plane - Lauda Air Version",2004,106
"4037-1","Helicopter",2004,674
"4212852-1","LEGO Stores Easter Opening Egg for 2004 - Blue",2004,229
"4296-1","Green Strata",2004,505
"4310-1","Orange Racer",2004,113
"4346-2","Robo Pod (Polybag)",2004,478
"4347-2","Auto Pod (Polybag)",2004,478
"4348-2","Aero Pod (Polybag)",2004,478
"4349-2","Wild Pod (polybag)",2004,478
"4407-1","Transportation",2004,22
"4411-1","Blue Strata XXL",2004,37
"4425-1","Better Building More Fun",2004,37
"4483-2","AT-AT, blue box",2004,169
"4494-1","Imperial Shuttle - Mini",2004,159
"4497-1","Pretend and Create",2004,37
"4502-2","X-wing Fighter (Dagobah), Original Trilogy Edition box",2004,169
"4507-1","Prehistoric Creatures",2004,204
"4538-1","Special Edition",2004,37
"4679-1","Bricks and Creations Tub",2004,37
"4681-1","Fire Truck",2004,650
"4685-1","Fork Lift",2004,650
"4688-1","Team Construction",2004,650
"4691-1","Police Station",2004,650
"4694-1","Ferrari F1 Racing Team",2004,504
"4742-1","Chill Speeder",2004,306
"4745-1","Blue Eagle vs. Snow Crawler",2004,306
"4750-1","Draco's Encounter with Buckbeak",2004,250
"4753-1","Sirius Black's Escape",2004,250
"4756-1","Shrieking Shack",2004,250
"4759-1","Three Christmas Decorations - Santa Tree and Snowman",2004,227
"4775-1","Knight and Squire",2004,647
"4822-1","Princess' Bedroom",2004,662
"4855-1","Spider-Man's Train Rescue",2004,488
"4858-1","Doc Ock's Crime Spree",2004,288
"4882-2","Speed Wings - ANA version",2004,204
"4924-1","Advent Calendar 2004 Creator",2004,214
"4924-12","Advent Calendar 2004 Creator (Day 11) Goose",2004,223
"4924-15","Advent Calendar 2004 Creator (Day 14) Helicopter",2004,223
"4924-18","Advent Calendar 2004 Creator (Day 17) Speedboat",2004,223
"4924-20","Advent Calendar 2004 Creator (Day 19) Snowman",2004,223
"4924-23","Advent Calendar 2004 Creator (Day 22) Sailing Ship",2004,223
"4924-3","Advent Calendar 2004 Creator (Day  2) Plane",2004,223
"4924-6","Advent Calendar 2004 Creator (Day  5) Blue Present",2004,223
"4924-9","Advent Calendar 2004 Creator (Day  8) Van",2004,223
"5351-1","Bucket (Explore)",2004,505
"5354-1","Tube",2004,505
"5357-1","Large Bucket",2004,441
"5363-1","Mountain Climber",2004,441
"5604-1","Supermarket",2004,650
"5877-1","Wedding Coach",2004,319
"5942-1","Pop Studio",2004,322
"65340-1","Dumper and Front End Loader Co-Pack (contains 8451 and 8453)",2004,7
"65364-1","Jewels-n-Clips Click-N-Store Jewelry Set Co-Pack (7509 with jewelry box)",2004,500
"65515-1","Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619)",2004,324
"65524-1","Hogwarts Express (2nd edition) Co-Pack (contains 10132 4515 4520)",2004,250
"65537-1","Classic Freight Train",2004,238
"65549-1","Bionicle Bonus Pack (8615 8617 8619 plus three Bionicle Comic books)",2004,357
"65642-1","The Grand Tournament Limited Edition Value Pack",2004,198
"671F-1","Antenna Pack",2004,119
"6963-2","X-wing Fighter - Mini (Polybag)",2004,159
"6965-1","TIE Interceptor - Mini (Kabaya Box)",2004,159
"7044-1","Rescue Chopper",2004,107
"7071-1","Treasure Island",2004,286
"7074-1","Skull Island",2004,286
"7080-1","Scurvy Dog and Crocodile",2004,286
"7099-1","Accessory Motor for Boats",2004,289
"7214-1","Sea Plane",2004,110
"7220-1","Snowman",2004,227
"7330-1","Dora's Treasure Island",2004,628
"7333-1","Dora and Diego's Animal Adventure",2004,628
"7442-1","Tiny's Lift Cart",2004,661
"7445-1","Stripy's Flower Cart",2004,661
"7496-1","Stretchy at Work",2004,661
"7506-1","Starry Bangles and Rings",2004,500
"7516-1","Cool Starry Jewels",2004,500
"7526-1","My Starry Notes",2004,500
"7530-1","Starry Decoration Set",2004,500
"7575-1","Advent Calendar 2004 Clikits",2004,213
"7575-12","Advent Calendar 2004 Clikits (Day 11) Icons",2004,222
"7575-15","Advent Calendar 2004 Clikits (Day 14) Gift Tag with Icons",2004,222
"7575-18","Advent Calendar 2004 Clikits (Day 17) Bangle",2004,222
"7575-20","Advent Calendar 2004 Clikits (Day 19) Picture Frame",2004,222
"7575-23","Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip",2004,222
"7575-3","Advent Calendar 2004 Clikits (Day  2) Bracelet",2004,222
"7575-6","Advent Calendar 2004 Clikits (Day  5) Picture Frame",2004,222
"7575-9","Advent Calendar 2004 Clikits (Day  8) Hair Band",2004,222
"7911-1","Ship Promotional (Duracell)",2004,204
"7918-1","McDonald's Sports Set Number 8 - Green Basketball Player #35",2004,459
"7921-1","McDonald's Sports Set Number 7 - Gray Vest Skateboarder",2004,460
"7924-1","McDonald's Sports Set Number 2 - Red Soccer Player #11",2004,462
"8369-1","Dirt Crusher RC",2004,117
"8380-1","Red Maniac",2004,116
"8384-1","Jungle Crasher",2004,116
"8389-1","M. Schumacher and R. Barrichello",2004,114
"8435-1","4WD",2004,11
"8453-2","Front-End Loader Black Box",2004,7
"8601-2","Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk)",2004,353
"8604-1","Toa Onewa",2004,353
"8607-1","Nuhrii",2004,336
"8610-1","Ahkmou",2004,336
"8613-1","Kanoka Disk Launcher Pack",2004,346
"8615-1","Vahki Bordakh",2004,357
"8616-2","Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time",2004,357
"8618-1","Vahki Rorzakh",2004,357
"8619-2","Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time",2004,357
"8623-1","Krekka",2004,347
"8772-1","Rascus (European version without Cards)",2004,198
"8777-1","Vladek Encounter",2004,198
"8780-1","Citadel of Orlan",2004,198
"8782-2","Danju (USA version with 6 Cards, Target Promo)",2004,198
"8784-1","Rascus (USA version with 3 Cards)",2004,198
"8785-2","Santis (USA version with 6 Cards, Target Promo)",2004,198
"8790-1","King Mathias (Series 1) Limited Edition with Map and Cape, European",2004,198
"8809-1","King Mathias (Series 1) Limited Edition with Map and Cape, US",2004,198
"9132-1","Community Transport Set",2004,516
"9303-1","Creator Community Builders",2004,514
"9542-1","Early Math Shape and Space Set",2004,516
"9547-1","Letters Set",2004,516
"9911-1","9-Volt Touch Sensor and Leads",2004,260
"K10131-1","Battle of Yavin Collection",2004,169
"K4492-1","Star Wars Miniatures Kit III",2004,159
"K8362-1","Ferrari Collection",2004,114
"K8606-1","Toa Metru Kit II",2004,353
"K8615-1","Vahki Enforcers Kit (8614 & 8615)",2004,357
"kk2vp1-1","Knights' Kingdom Value Pack 1 (with bonus water bottle)",2004,198
"llca12-1","3D Witch (Legoland California)",2004,427
"lmg002-1","LEGO Japan Cat",2004,301
"lmg009-1","LEGO Japan Snail",2004,301
"10152-2","Maersk Sealand Container Ship 2005 Edition",2005,276
"10170-1","TTX Intermodal Double-Stack Car",2005,236
"3193-1","Fashion Designer Kit",2005,500
"3294-1","Muck's Recycling Set",2005,626
"3297-1","Scoop and Lofty at the Building Yard",2005,626
"3600-1","Build Your Own House Tub",2005,37
"3772-1","Deluxe Train Set",2005,634
"3775-1","Points",2005,634
"4032-8","Passenger Plane - SWISS Version",2005,106
"4105-3","Red Bucket",2005,37
"4169306c-1","Santa Claus Ornament",2005,227
"4277678-1","Knights Kingdom Chess",2005,502
"4285970-1","Transformation Kit Dirt Crusher (Green)",2005,119
"4286025-1","Big Wheels Pack Dirt Crusher (Green)",2005,119
"4287744-1","City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia",2005,52
"4339-1","Aqua Pod",2005,478
"4422-1","Handy Box",2005,505
"4658-1","Farm Animals",2005,650
"4662-1","Post Office",2005,650
"4665-1","Big Farm",2005,650
"4679b-2","Free 500 LEGO Bricks (Bonus box and its contents only)",2005,48
"4767-1","Harry and the Hungarian Horntail",2005,248
"4778-1","Desert Biplane",2005,106
"4781-1","Box of Bricks",2005,48
"4783-1","Basic Bricks",2005,505
"4820-1","Princess' Palace",2005,662
"4869-1","Rahaga Pouks",2005,342
"4875-1","Groovy Friends Gems",2005,500
"4878-1","Rahaga Bomonga",2005,342
"4883-1","Gear Grinders",2005,204
"4903-1","Lion",2005,204
"4906-1","Helicopter",2005,674
"4914-1","Fire Chief's Car",2005,58
"4942-1","Plastic Figure - Dark Knight (Nestle Promotional)",2005,198
"4945-1","Plastic Figure - Sir SANTIS (Nestle Promotional)",2005,198
"4968-1","Friendly Zoo",2005,650
"5352-2","50th Anniversary Tub",2005,505
"5369-1","Creator Tub",2005,37
"5370b-1","Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only)",2005,48
"5503-1","Dog",2005,505
"5525-1","Amusement Park",2005,397
"5532-1","Fire Car",2005,58
"5555-1","Toby at Wellsworth Station",2005,631
"5961-1","Snow Queen",2005,319
"5964-1","Thumbelina",2005,319
"5999-1","Jayko",2005,198
"65743-1","City Construction Value Pack (7246 7242 7248)",2005,56
"65767-1","Attack from the Sea",2005,198
"65771-1","Episode III Collectors' Set",2005,168
"65799-1","City Fire Station Value Pack",2005,58
"65808-1","Toa Hordika Value Pack",2005,324
"65845-1","Star Wars Co-Pack of 7256 4492 and 4494",2005,168
"66138-1","Toa Hordika Collection",2005,350
"6966-1","Jedi Starfighter - Mini",2005,159
"6967-2","ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries",2005,159
"7016-1","Viking Boat against the Wyvern Dragon",2005,474
"7019-1","Viking Fortress against the Fafnir Dragon",2005,474
"7237-1","Police Station [Lighted Figure]",2005,61
"7240-1","Fire Station",2005,58
"7243-1","Construction Site",2005,56
"7246-1","Mini Digger",2005,56
"7250-1","Clone Scout Walker",2005,168
"7255-1","General Grievous Chase",2005,168
"7258-1","Wookiee Attack",2005,168
"7261-1","Clone Turbo Tank [Light-Up Mace Windu]",2005,168
"7266-1","Fireman",2005,58
"7269-1","Scorpion",2005,204
"7272-1","Pear - Suntory Promotional",2005,33
"7276-1","Mango - Suntory Promotional",2005,33
"7281-1","T-Junction & Curved Road Plates",2005,62
"7295-1","Dino Buggy Chaser",2005,384
"7298-1","Dino Air Tracker",2005,384
"7324-11","Advent Calendar 2005 City (Day 10) Wheelbarrow",2005,220
"7324-14","Advent Calendar 2005 City (Day 13) Crossing Gate",2005,220
"7324-17","Advent Calendar 2005 City (Day 16) Drill Press",2005,220
"7324-2","Advent Calendar 2005 City (Day  1) Fireman",2005,220
"7324-22","Advent Calendar 2005 City (Day 21) Pizza Chef",2005,220
"7324-25","Advent Calendar 2005 City (Day 24) Santa & Sled",2005,220
"7324-5","Advent Calendar 2005 City (Day  4) Policeman",2005,220
"7324-8","Advent Calendar 2005 City (Day  7) Safe",2005,220
"7473-1","Street Sprinter vs. Mutant Lizard",2005,385
"7476-1","Iron Predator vs. T-Rex",2005,385
"7527-1","Pretty in Pink Beauty Set",2005,500
"7535-1","Groovy Grape Jewels-n-More",2005,500
"7538-1","Totally Clikits Fashion Bag and Accessories",2005,500
"7542-1","Flashin' Fashion Frame",2005,500
"7559-1","Sports & Stars",2005,500
"7574-11","Advent Calendar 2005 Clikits (Day 10) Paper Clip",2005,222
"7574-14","Advent Calendar 2005 Clikits (Day 13) Hair Band",2005,222
"7574-17","Advent Calendar 2005 Clikits (Day 16) Gift Tag with Icons",2005,222
"7574-2","Advent Calendar 2005 Clikits  (Day 1) Ring",2005,222
"7574-22","Advent Calendar 2005 Clikits (Day 21) Bangle",2005,222
"7574-25","Advent Calendar 2005 Clikits (Day 24) Hair Grip",2005,222
"7574-5","Advent Calendar 2005 Clikits  (Day 4) Icons",2005,222
"7574-8","Advent Calendar 2005 Clikits  (Day 7) Trinket Box",2005,222
"7841-1","Helicopter Rescue Unit",2005,632
"7870-1","Hans Christian Andersen Bucket",2005,37
"8416-1","Forklift",2005,7
"8420-1","Street Bike",2005,13
"851210-1","Lord Vladek Sword",2005,501
"8642-1","Monster Crusher",2005,120
"8645-1","Muscle Slammer Bike",2005,116
"8648-1","Buzz Saw",2005,116
"8651-1","Jumping Giant",2005,116
"8654-1","Scuderia Ferrari Truck",2005,114
"8657-1","ATR 4",2005,120
"8736-1","Toa Hordika Vakama",2005,350
"8739-1","Toa Hordika Onewa",2005,350
"8742-1","Visorak Vohtarak",2005,358
"8745-1","Visorak Roporak",2005,358
"8748-1","Rhotuka Spinners",2005,346
"8757-1","Visorak Battle Ram",2005,341
"8761-1","Roodaka",2005,347
"8769-1","Visorak's Gate",2005,341
"8793-1","Sir Rascus",2005,198
"8796-1","King Mathias (Series 2)",2005,198
"8873-1","Fireball Catapult",2005,198
"8876-1","Scorpion Prison Cave",2005,198
"9231-1","Playhouse Set",2005,516
"9234-1","Dolls Family Set",2005,516
"9238-1","Farm Animals",2005,516
"9762-1","FIRST LEGO League Challenge 2005 - Ocean Odyssey",2005,398
"K7283-1","V-wing Space Battle Collection",2005,168
"K8741-1","Toa Hordika Deluxe Collection (8736 8737 8738 8739 8740 8741)",2005,350
"K8761-1","The Shadowed One (LEGO Club Members Exclusive)",2005,347
"llca22-1","Santa's Sleigh (Legoland California)",2005,427
"LLCA25-1","Las Vegas Skyline, Eiffel Tower (LLCA Ambassador Pass Exclusive)",2005,425
"lmg008-1","LEGO Japan Whale",2005,301
"SWMP-1","Star Wars / M&M Mosaic - Promo Set",2005,169
"10152-3","Maersk Line Container Ship 2006 Edition",2006,276
"10175-1","Vader's TIE Advanced - UCS",2006,174
"10204-1","Vezon & Kardas",2006,347
"2598-1","Large Red Building Plate",2006,504
"3298-1","Lift and Load Sumsy",2006,626
"3301-1","Cranky-Loading Crane",2006,631
"3570-1","Street Soccer",2006,462
"3827-1","Adventures in Bikini Bottom",2006,272
"4032-11","Passenger Plane - KLM Version",2006,106
"4103-2","Fun with Bricks (4293364) - with Minifigs",2006,37
"4416-1","Robo Pod",2006,478
"4495173-1","LEGO Creative Building Set",2006,37
"4891-1","Highway Haulers",2006,22
"4894-1","Mythical Creatures",2006,22
"4947-1","Yellow and Black Racer",2006,120
"4960-1","Giant Zoo",2006,650
"4964-1","Highway Help",2006,650
"4967-1","Fire Helicopter",2006,650
"5357-2","Bucket",2006,441
"5476-1","My First Quatro Set",2006,441
"5481-1","Zoo",2006,505
"5485-1","Zoo Animals - Zookeeper",2006,650
"5485-4","Zoo Animals - Hippo",2006,650
"5491-1","XXL 2000",2006,37
"5965-1","Exo-Suit Robot",2006,389
"6092-1","50 Jahre In Deutschland",2006,37
"6112-1","World of Bricks",2006,48
"6206-1","TIE Interceptor",2006,169
"6209-1","Slave I (2nd edition)",2006,169
"6212-1","X-wing Fighter",2006,169
"66156-1","Airport Value Pack (TRU Exclusive)",2006,53
"66207-1","Gift Set",2006,351
"6935-1","BIONICLE Bad Guy (Disney Promotional Sweden)",2006,324
"7021-1","Viking Double Catapult versus the Armored Ofnir Dragon",2006,474
"7216-2","Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan}",2006,324
"7217-2","Braca (Duracell 8 pack AA battery promotion)",2006,324
"7335-1","Foundation Set - Blue Bucket",2006,37
"7338-1","Pleasant Zoo",2006,505
"7546-1","Tropical Breeze Jewels 'n' More",2006,500
"7554-1","Pearly Pink Bracelet & Bands",2006,500
"7578-1","Ultimate Princesses",2006,319
